Order_ID,Order_Date,Customer_Name,Region,Salesperson,Category,Product,Quantity,Unit_Price,Discount_Percentage,Sales,Cost,Profit
ORD01638,2026-05-25,Yauvani Dave,North,Sneha,Accessories,Mouse,7,800,20,4480.0,3500,980.0
ORD01639,2026-02-09,Avi Sharaf,West,Vikram,Electronics,Printer,1,12000,0,12000.0,9000,3000.0
ORD01640,2026-06-15,Gagan Agarwal,West,Karan,Electronics,Printer,4,12000,20,38400.0,36000,2400.0
ORD01641,2024-07-11,Pooja Koshy,East,Anjali,Electronics,Laptop,7,60000,10,378000.0,315000,63000.0
ORD01642,2025-11-19,Girik Sachdeva,South,Karan,Electronics,Laptop,3,60000,20,144000.0,135000,9000.0
ORD01643,2026-05-18,Odika Nigam,South,Rahul,Electronics,Printer,4,12000,5,45600.0,36000,9600.0
ORD01644,2026-05-19,Quincy Arya,West,Karan,Electronics,Laptop,10,60000,15,510000.0,450000,60000.0
ORD01645,2025-02-11,Kala Sule,East,Amit,Accessories,Keyboard,6,2500,15,12750.0,10800,1950.0
ORD01646,2025-07-20,Zansi Subramaniam,South,Pooja,Accessories,Mouse,5,800,20,3200.0,2500,700.0
ORD01647,2026-05-04,Mitesh Gupta,South,Rahul,Electronics,Laptop,8,60000,20,384000.0,360000,24000.0
ORD01648,2024-09-04,Ijaya Puri,South,Anjali,Electronics,Monitor,5,15000,20,60000.0,55000,5000.0
ORD01649,2024-11-22,Vamakshi Bal,North,Rohit,Accessories,Mouse,9,800,0,7200.0,4500,2700.0
ORD01650,2025-02-13,Darsh Bhatia,West,Amit,Electronics,Monitor,10,15000,20,120000.0,110000,10000.0
ORD01651,2025-09-23,Jason Aggarwal,East,Sneha,Accessories,Keyboard,8,2500,15,17000.0,14400,2600.0
ORD01652,2025-09-22,Kiaan Chowdhury,West,Rohit,Electronics,Printer,6,12000,20,57600.0,54000,3600.0
ORD01653,2025-05-23,Abeer Rana,East,Karan,Electronics,Monitor,8,15000,20,96000.0,88000,8000.0
ORD01654,2025-11-07,Darpan Shankar,South,Anjali,Electronics,Laptop,6,60000,0,360000.0,270000,90000.0
ORD01655,2024-11-13,Divya Sama,North,Pooja,Electronics,Monitor,2,15000,10,27000.0,22000,5000.0
ORD01656,2024-07-30,Gabriel Tella,South,Anjali,Accessories,Keyboard,3,2500,0,7500.0,5400,2100.0
ORD01657,2024-09-11,Xavier Iyer,South,Sneha,Electronics,Monitor,7,15000,15,89250.0,77000,12250.0
ORD01658,2026-03-19,Lohit Saraf,East,Karan,Electronics,Monitor,3,15000,20,36000.0,33000,3000.0
ORD01659,2025-01-13,Girish Rout,North,Pooja,Accessories,Keyboard,8,2500,5,19000.0,14400,4600.0
ORD01660,2025-07-23,Ekapad Venkatesh,North,Priya,Electronics,Laptop,2,60000,10,108000.0,90000,18000.0
ORD01661,2026-02-26,Daksha Koshy,North,Pooja,Electronics,Printer,1,12000,15,10200.0,9000,1200.0
ORD01662,2026-04-05,Michael Thakur,North,Karan,Electronics,Printer,1,12000,0,12000.0,9000,3000.0
ORD01663,2025-03-14,Damyanti Raman,North,Priya,Electronics,Laptop,10,60000,0,600000.0,450000,150000.0
ORD01664,2024-07-26,Siddharth Raja,South,Rohit,Electronics,Laptop,6,60000,0,360000.0,270000,90000.0
ORD01665,2025-11-27,Aarush Kapur,West,Rohit,Electronics,Laptop,10,60000,0,600000.0,450000,150000.0
ORD01666,2025-07-31,Sudiksha Manne,North,Vikram,Accessories,Keyboard,6,2500,15,12750.0,10800,1950.0
ORD01667,2025-03-26,Thomas Chaudhary,North,Priya,Accessories,Keyboard,7,2500,10,15750.0,12600,3150.0
ORD01668,2025-06-12,Ekansh Bassi,East,Rahul,Accessories,Mouse,9,800,5,6840.0,4500,2340.0
ORD01669,2025-02-13,Pushti Lanka,South,Neha,Accessories,Mouse,5,800,15,3400.0,2500,900.0
ORD01670,2026-02-24,Manthan Ramanathan,South,Vikram,Electronics,Printer,8,12000,5,91200.0,72000,19200.0
ORD01671,2025-07-21,Megha Rai,South,Rohit,Electronics,Laptop,6,60000,10,324000.0,270000,54000.0
ORD01672,2024-09-04,Adya Swaminathan,South,Vikram,Electronics,Printer,10,12000,10,108000.0,90000,18000.0
ORD01673,2025-05-11,Meera Gokhale,West,Sneha,Electronics,Monitor,4,15000,10,54000.0,44000,10000.0
ORD01674,2026-04-17,Garima Verma,North,Vikram,Electronics,Monitor,9,15000,5,128250.0,99000,29250.0
ORD01675,2025-04-08,Yashawini Jayaraman,East,Vikram,Accessories,Keyboard,8,2500,0,20000.0,14400,5600.0
ORD01676,2024-07-05,Amruta Prabhu,South,Karan,Electronics,Laptop,8,60000,15,408000.0,360000,48000.0
ORD01677,2026-05-15,Dalbir Walia,West,Amit,Accessories,Keyboard,10,2500,0,25000.0,18000,7000.0
ORD01678,2025-04-24,Yahvi Chahal,East,Rahul,Electronics,Monitor,2,15000,10,27000.0,22000,5000.0
ORD01679,2025-07-14,Anirudh Venkataraman,West,Vikram,Electronics,Laptop,3,60000,20,144000.0,135000,9000.0
ORD01680,2025-02-12,Champak Char,West,Sneha,Accessories,Mouse,9,800,10,6480.0,4500,1980.0
ORD01681,2025-05-01,Charan Wali,East,Karan,Accessories,Keyboard,3,2500,10,6750.0,5400,1350.0
ORD01682,2026-01-25,Darsh Babu,North,Sneha,Electronics,Printer,1,12000,15,10200.0,9000,1200.0
ORD01683,2025-04-29,Qushi Sinha,South,Priya,Accessories,Mouse,8,800,20,5120.0,4000,1120.0
ORD01684,2025-11-10,Sai Upadhyay,West,Karan,Electronics,Laptop,6,60000,20,288000.0,270000,18000.0
ORD01685,2026-01-04,Gautam Basu,North,Pooja,Electronics,Printer,8,12000,5,91200.0,72000,19200.0
ORD01686,2024-11-24,Krish Wali,East,Neha,Electronics,Printer,9,12000,5,102600.0,81000,21600.0
ORD01687,2024-09-03,Yamini Pandya,North,Rahul,Electronics,Printer,8,12000,0,96000.0,72000,24000.0
ORD01688,2025-11-01,Gabriel Raval,West,Anjali,Accessories,Keyboard,7,2500,5,16625.0,12600,4025.0
ORD01689,2026-05-05,Chakradev Sankar,North,Rohit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD01690,2026-02-05,Bishakha Bath,East,Sneha,Electronics,Printer,4,12000,0,48000.0,36000,12000.0
ORD01691,2025-12-25,Siddharth Kata,North,Rohit,Accessories,Mouse,7,800,10,5040.0,3500,1540.0
ORD01692,2025-10-31,Maanas Andra,North,Sneha,Electronics,Monitor,8,15000,20,96000.0,88000,8000.0
ORD01693,2025-07-31,Triveni Kala,West,Amit,Accessories,Keyboard,1,2500,5,2375.0,1800,575.0
ORD01694,2025-12-24,David Varghese,West,Sneha,Accessories,Mouse,6,800,0,4800.0,3000,1800.0
ORD01695,2026-06-30,Gaurav Arora,East,Rohit,Electronics,Laptop,6,60000,0,360000.0,270000,90000.0
ORD01696,2025-10-14,Jagrati Bedi,North,Amit,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD01697,2026-04-14,Jairaj Tandon,East,Rahul,Accessories,Mouse,3,800,5,2280.0,1500,780.0
ORD01698,2025-09-04,Leena Ben,North,Rohit,Accessories,Keyboard,4,2500,15,8500.0,7200,1300.0
ORD01699,2024-12-14,Vyanjana Murty,East,Rohit,Accessories,Mouse,2,800,20,1280.0,1000,280.0
ORD01700,2026-06-30,Abha Mohanty,North,Neha,Electronics,Printer,5,12000,15,51000.0,45000,6000.0
ORD01701,2026-02-28,Manthan Mohan,North,Karan,Electronics,Monitor,7,15000,5,99750.0,77000,22750.0
ORD01702,2026-04-06,Devika Parmer,North,Neha,Electronics,Monitor,9,15000,10,121500.0,99000,22500.0
ORD01703,2024-09-24,Chaitaly Gaba,West,Karan,Accessories,Keyboard,7,2500,15,14875.0,12600,2275.0
ORD01704,2026-05-18,Dhriti Singhal,East,Anjali,Electronics,Monitor,9,15000,15,114750.0,99000,15750.0
ORD01705,2026-06-04,Saumya Raman,South,Rohit,Electronics,Printer,6,12000,5,68400.0,54000,14400.0
ORD01706,2025-05-04,Yachana Dass,West,Rohit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD01707,2024-07-06,Hitesh Bail,North,Anjali,Electronics,Laptop,5,60000,10,270000.0,225000,45000.0
ORD01708,2025-08-25,Oni Salvi,East,Anjali,Electronics,Laptop,5,60000,5,285000.0,225000,60000.0
ORD01709,2026-02-22,Lekha Ramanathan,North,Sneha,Electronics,Printer,6,12000,0,72000.0,54000,18000.0
ORD01710,2025-05-10,Leela Kar,South,Rohit,Accessories,Mouse,6,800,10,4320.0,3000,1320.0
ORD01711,2026-02-01,Bhavika Bhardwaj,North,Anjali,Electronics,Laptop,2,60000,10,108000.0,90000,18000.0
ORD01712,2025-01-10,Sai Ghose,South,Amit,Electronics,Laptop,2,60000,0,120000.0,90000,30000.0
ORD01713,2025-12-17,Manthan Bhatti,East,Amit,Electronics,Printer,6,12000,0,72000.0,54000,18000.0
ORD01714,2025-02-10,Vincent Chada,West,Priya,Accessories,Mouse,4,800,20,2560.0,2000,560.0
ORD01715,2025-11-18,Priya Deep,South,Neha,Electronics,Printer,8,12000,0,96000.0,72000,24000.0
ORD01716,2025-10-05,Balvan Sarma,East,Amit,Electronics,Monitor,4,15000,20,48000.0,44000,4000.0
ORD01717,2026-05-17,Unni Dua,North,Priya,Electronics,Printer,9,12000,10,97200.0,81000,16200.0
ORD01718,2025-03-23,Christopher Anne,South,Anjali,Accessories,Keyboard,8,2500,0,20000.0,14400,5600.0
ORD01719,2025-01-31,Aahana More,South,Anjali,Electronics,Monitor,8,15000,15,102000.0,88000,14000.0
ORD01720,2025-06-21,Samaksh Sekhon,South,Karan,Electronics,Laptop,10,60000,15,510000.0,450000,60000.0
ORD01721,2025-11-26,Vedant Loyal,South,Rahul,Accessories,Keyboard,7,2500,20,14000.0,12600,1400.0
ORD01722,2024-08-16,Jasmit Ahuja,North,Pooja,Electronics,Printer,1,12000,15,10200.0,9000,1200.0
ORD01723,2024-09-04,Sneha Venkataraman,South,Amit,Electronics,Printer,4,12000,10,43200.0,36000,7200.0
ORD01724,2025-06-04,Samarth Badal,South,Neha,Electronics,Printer,6,12000,0,72000.0,54000,18000.0
ORD01725,2024-07-10,Jairaj Sridhar,East,Amit,Electronics,Monitor,2,15000,10,27000.0,22000,5000.0
ORD01726,2024-10-29,Lakshmi Patel,East,Amit,Accessories,Mouse,3,800,15,2040.0,1500,540.0
ORD01727,2024-08-27,Maanas Arora,South,Rahul,Electronics,Printer,6,12000,15,61200.0,54000,7200.0
ORD01728,2024-10-24,Jackson Baral,North,Amit,Electronics,Monitor,1,15000,10,13500.0,11000,2500.0
ORD01729,2026-05-15,Advaith Srinivasan,North,Karan,Accessories,Keyboard,1,2500,10,2250.0,1800,450.0
ORD01730,2024-07-11,Ganga Behl,East,Anjali,Electronics,Monitor,5,15000,0,75000.0,55000,20000.0
ORD01731,2026-06-13,Wyatt Shan,West,Amit,Electronics,Monitor,6,15000,5,85500.0,66000,19500.0
ORD01732,2025-12-02,Dakshesh Salvi,South,Rohit,Electronics,Printer,9,12000,0,108000.0,81000,27000.0
ORD01733,2024-12-23,Nathaniel Shroff,West,Vikram,Accessories,Keyboard,4,2500,5,9500.0,7200,2300.0
ORD01734,2025-08-19,Dalbir Sunder,North,Priya,Accessories,Keyboard,4,2500,10,9000.0,7200,1800.0
ORD01735,2026-04-23,Brinda Pal,North,Karan,Electronics,Monitor,2,15000,0,30000.0,22000,8000.0
ORD01736,2026-06-01,Bahadurjit Agrawal,South,Neha,Accessories,Mouse,3,800,20,1920.0,1500,420.0
ORD01737,2025-09-07,Priya Nagar,North,Pooja,Accessories,Mouse,10,800,15,6800.0,5000,1800.0
ORD01738,2025-04-01,Aryan Srinivasan,East,Rahul,Accessories,Keyboard,5,2500,20,10000.0,9000,1000.0
ORD01739,2026-06-15,Urvashi Nayak,East,Rohit,Accessories,Keyboard,9,2500,15,19125.0,16200,2925.0
ORD01740,2025-07-20,Dakshesh Nanda,West,Pooja,Accessories,Keyboard,9,2500,20,18000.0,16200,1800.0
ORD01741,2024-10-26,Bhavani Mallick,East,Rohit,Electronics,Monitor,4,15000,0,60000.0,44000,16000.0
ORD01742,2025-11-12,Qasim Thakkar,North,Sneha,Accessories,Mouse,10,800,5,7600.0,5000,2600.0
ORD01743,2026-02-15,Jeet Cheema,East,Vikram,Accessories,Mouse,6,800,20,3840.0,3000,840.0
ORD01744,2025-04-18,Neha Mann,North,Amit,Electronics,Laptop,10,60000,15,510000.0,450000,60000.0
ORD01745,2026-05-14,Pratyush Grover,East,Amit,Accessories,Mouse,4,800,0,3200.0,2000,1200.0
ORD01746,2024-08-04,Omya Jaggi,South,Vikram,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD01747,2024-11-02,Ekanta Brar,East,Neha,Accessories,Mouse,4,800,0,3200.0,2000,1200.0
ORD01748,2026-02-19,Isha Bhandari,North,Priya,Electronics,Monitor,9,15000,20,108000.0,99000,9000.0
ORD01749,2026-03-09,Vanya Balan,East,Sneha,Electronics,Printer,10,12000,15,102000.0,90000,12000.0
ORD01750,2024-09-21,Arunima Virk,West,Rahul,Electronics,Monitor,7,15000,10,94500.0,77000,17500.0
ORD01751,2025-09-09,Advik Prashad,North,Priya,Electronics,Printer,5,12000,5,57000.0,45000,12000.0
ORD01752,2026-04-24,Hema Gour,South,Vikram,Accessories,Keyboard,1,2500,10,2250.0,1800,450.0
ORD01753,2026-02-18,Udarsh Chandran,South,Karan,Electronics,Monitor,9,15000,10,121500.0,99000,22500.0
ORD01754,2025-12-10,Manya Kapadia,West,Rahul,Electronics,Printer,10,12000,20,96000.0,90000,6000.0
ORD01755,2025-11-30,Balvan Bhalla,East,Vikram,Electronics,Printer,9,12000,5,102600.0,81000,21600.0
ORD01756,2026-03-22,Kalpit Soman,East,Priya,Electronics,Printer,7,12000,15,71400.0,63000,8400.0
ORD01757,2025-07-11,Gautam Dara,West,Karan,Accessories,Keyboard,9,2500,0,22500.0,16200,6300.0
ORD01758,2025-07-18,Azad Minhas,West,Karan,Electronics,Monitor,2,15000,5,28500.0,22000,6500.0
ORD01759,2026-06-04,Prisha Amble,North,Amit,Electronics,Printer,6,12000,20,57600.0,54000,3600.0
ORD01760,2024-07-14,Ikshita Shan,West,Neha,Accessories,Keyboard,10,2500,15,21250.0,18000,3250.0
ORD01761,2025-08-22,Pahal Shukla,West,Priya,Accessories,Mouse,2,800,0,1600.0,1000,600.0
ORD01762,2024-11-01,Chakrika Datta,South,Pooja,Electronics,Printer,9,12000,20,86400.0,81000,5400.0
ORD01763,2024-11-18,Alexander Sekhon,North,Amit,Accessories,Keyboard,2,2500,15,4250.0,3600,650.0
ORD01764,2025-06-15,Zaid Deshmukh,South,Amit,Electronics,Monitor,4,15000,10,54000.0,44000,10000.0
ORD01765,2024-11-28,Krishna Sankar,East,Neha,Electronics,Printer,8,12000,0,96000.0,72000,24000.0
ORD01766,2025-10-04,Aradhana Raja,South,Vikram,Electronics,Printer,5,12000,10,54000.0,45000,9000.0
ORD01767,2026-02-09,Januja Barad,South,Karan,Accessories,Mouse,1,800,10,720.0,500,220.0
ORD01768,2024-11-06,Anvi Bhalla,North,Amit,Electronics,Laptop,4,60000,15,204000.0,180000,24000.0
ORD01769,2025-10-07,Onveer Srinivas,West,Pooja,Accessories,Keyboard,7,2500,0,17500.0,12600,4900.0
ORD01770,2025-05-07,Laksh Narang,South,Vikram,Electronics,Printer,3,12000,15,30600.0,27000,3600.0
ORD01771,2025-06-13,Rudra Sant,East,Vikram,Accessories,Keyboard,5,2500,20,10000.0,9000,1000.0
ORD01772,2025-06-01,Ubika Ray,East,Anjali,Electronics,Laptop,8,60000,15,408000.0,360000,48000.0
ORD01773,2024-07-07,Indira Basu,East,Anjali,Accessories,Mouse,5,800,5,3800.0,2500,1300.0
ORD01774,2025-03-31,Guneet Lanka,North,Pooja,Electronics,Monitor,8,15000,15,102000.0,88000,14000.0
ORD01775,2024-10-13,Wakeeta Madan,East,Anjali,Electronics,Printer,8,12000,0,96000.0,72000,24000.0
ORD01776,2025-05-26,Ganga Mital,East,Anjali,Accessories,Keyboard,1,2500,10,2250.0,1800,450.0
ORD01777,2024-09-19,Waida Chopra,North,Priya,Electronics,Monitor,9,15000,10,121500.0,99000,22500.0
ORD01778,2026-02-17,Radhika Ratti,West,Karan,Accessories,Keyboard,2,2500,15,4250.0,3600,650.0
ORD01779,2026-02-09,Sanya Khalsa,East,Rahul,Electronics,Printer,2,12000,10,21600.0,18000,3600.0
ORD01780,2025-11-16,Manya Barad,East,Vikram,Electronics,Monitor,3,15000,0,45000.0,33000,12000.0
ORD01781,2024-07-06,Abhiram Srinivasan,East,Rohit,Accessories,Mouse,8,800,5,6080.0,4000,2080.0
ORD01782,2026-03-05,Xalak Khurana,North,Karan,Accessories,Keyboard,8,2500,5,19000.0,14400,4600.0
ORD01783,2026-01-08,Umang Prasad,East,Karan,Electronics,Monitor,5,15000,20,60000.0,55000,5000.0
ORD01784,2025-10-17,Shivansh Chaudhari,South,Anjali,Electronics,Laptop,5,60000,0,300000.0,225000,75000.0
ORD01785,2024-08-06,Isha Handa,North,Sneha,Accessories,Mouse,2,800,5,1520.0,1000,520.0
ORD01786,2026-06-25,Vasana Mahal,South,Neha,Electronics,Monitor,7,15000,5,99750.0,77000,22750.0
ORD01787,2026-04-04,Samaksh Deshmukh,West,Rahul,Accessories,Mouse,7,800,5,5320.0,3500,1820.0
ORD01788,2024-10-09,Urvi Pandit,East,Anjali,Accessories,Keyboard,6,2500,5,14250.0,10800,3450.0
ORD01789,2026-06-03,Pavani Narasimhan,North,Neha,Electronics,Printer,6,12000,5,68400.0,54000,14400.0
ORD01790,2025-03-17,Rachana Nair,East,Karan,Accessories,Mouse,2,800,15,1360.0,1000,360.0
ORD01791,2024-09-17,Amrita Brahmbhatt,East,Neha,Electronics,Laptop,2,60000,5,114000.0,90000,24000.0
ORD01792,2024-12-20,Hiral Keer,South,Rohit,Electronics,Laptop,7,60000,15,357000.0,315000,42000.0
ORD01793,2026-01-19,Garima Borde,South,Rohit,Electronics,Printer,3,12000,5,34200.0,27000,7200.0
ORD01794,2025-02-14,Urvi Char,North,Amit,Electronics,Monitor,3,15000,20,36000.0,33000,3000.0
ORD01795,2026-02-07,Balveer Raman,West,Priya,Electronics,Printer,5,12000,20,48000.0,45000,3000.0
ORD01796,2025-04-01,Madhav Sarraf,East,Anjali,Accessories,Mouse,8,800,20,5120.0,4000,1120.0
ORD01797,2026-04-02,Bhanumati Mitter,North,Rohit,Electronics,Laptop,8,60000,15,408000.0,360000,48000.0
ORD01798,2025-04-02,Aishani Chowdhury,West,Pooja,Electronics,Monitor,5,15000,0,75000.0,55000,20000.0
ORD01799,2025-11-08,Tara Deol,South,Rahul,Electronics,Laptop,1,60000,5,57000.0,45000,12000.0
ORD01800,2026-04-16,Tara Nanda,East,Rahul,Accessories,Mouse,4,800,20,2560.0,2000,560.0
ORD01801,2025-04-16,Rishi Manda,East,Amit,Electronics,Laptop,4,60000,5,228000.0,180000,48000.0
ORD01802,2025-11-21,Ikshita Boase,East,Karan,Electronics,Laptop,7,60000,15,357000.0,315000,42000.0
ORD01803,2025-01-15,Bhanumati Sarna,North,Karan,Electronics,Laptop,4,60000,10,216000.0,180000,36000.0
ORD01804,2024-08-11,Janani Halder,East,Neha,Electronics,Printer,3,12000,10,32400.0,27000,5400.0
ORD01805,2025-02-12,Chasmum Palla,East,Sneha,Electronics,Printer,10,12000,15,102000.0,90000,12000.0
ORD01806,2025-09-08,Triya Mandal,East,Vikram,Electronics,Printer,8,12000,0,96000.0,72000,24000.0
ORD01807,2025-07-24,Ridhi Sharma,West,Karan,Electronics,Monitor,3,15000,5,42750.0,33000,9750.0
ORD01808,2026-04-02,Hema Rajagopalan,South,Priya,Accessories,Keyboard,10,2500,15,21250.0,18000,3250.0
ORD01809,2025-06-17,Frederick Sastry,East,Priya,Accessories,Mouse,9,800,0,7200.0,4500,2700.0
ORD01810,2025-08-12,Ikbal Dhillon,North,Sneha,Accessories,Keyboard,1,2500,10,2250.0,1800,450.0
ORD01811,2025-06-29,Naksh Virk,West,Vikram,Accessories,Mouse,6,800,15,4080.0,3000,1080.0
ORD01812,2024-10-09,Dakshesh Pillay,North,Sneha,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD01813,2026-06-11,Kritika Choudhury,East,Neha,Accessories,Keyboard,8,2500,10,18000.0,14400,3600.0
ORD01814,2025-02-01,Avni Bakshi,East,Anjali,Electronics,Monitor,10,15000,0,150000.0,110000,40000.0
ORD01815,2025-10-06,Pallavi Dhillon,West,Pooja,Electronics,Monitor,10,15000,20,120000.0,110000,10000.0
ORD01816,2025-09-10,Dayamai Dar,South,Amit,Electronics,Laptop,4,60000,0,240000.0,180000,60000.0
ORD01817,2026-06-28,Dayamai Thaman,South,Amit,Electronics,Laptop,8,60000,20,384000.0,360000,24000.0
ORD01818,2025-09-26,Vidhi Chana,East,Neha,Accessories,Keyboard,7,2500,20,14000.0,12600,1400.0
ORD01819,2024-09-16,Advay Dhillon,West,Pooja,Electronics,Printer,9,12000,20,86400.0,81000,5400.0
ORD01820,2026-06-09,Wahab Ramaswamy,West,Priya,Electronics,Printer,2,12000,5,22800.0,18000,4800.0
ORD01821,2024-12-27,Yutika Bhatti,West,Rahul,Electronics,Printer,9,12000,15,91800.0,81000,10800.0
ORD01822,2025-12-16,Vedant Bhattacharyya,North,Pooja,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD01823,2026-02-07,Girik Basu,South,Sneha,Accessories,Mouse,10,800,10,7200.0,5000,2200.0
ORD01824,2026-02-14,Chakradev Sarin,West,Sneha,Accessories,Keyboard,9,2500,15,19125.0,16200,2925.0
ORD01825,2025-09-25,Aarnav Sandhu,West,Pooja,Accessories,Keyboard,3,2500,15,6375.0,5400,975.0
ORD01826,2025-12-06,Chanakya Pandya,South,Anjali,Accessories,Mouse,3,800,10,2160.0,1500,660.0
ORD01827,2025-02-22,Krisha Korpal,West,Amit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD01828,2025-10-21,Hemal Setty,East,Vikram,Accessories,Mouse,1,800,15,680.0,500,180.0
ORD01829,2025-04-10,Amruta Sahota,South,Rohit,Electronics,Printer,3,12000,10,32400.0,27000,5400.0
ORD01830,2024-12-23,Lavanya Sankaran,East,Neha,Accessories,Mouse,3,800,0,2400.0,1500,900.0
ORD01831,2026-06-28,Arya Palla,North,Priya,Electronics,Printer,1,12000,10,10800.0,9000,1800.0
ORD01832,2024-12-10,Vedika Dube,East,Vikram,Accessories,Keyboard,5,2500,10,11250.0,9000,2250.0
ORD01833,2025-12-09,Mohammed Kulkarni,South,Amit,Accessories,Mouse,5,800,5,3800.0,2500,1300.0
ORD01834,2025-10-21,Harinakshi Mallick,East,Karan,Accessories,Keyboard,2,2500,20,4000.0,3600,400.0
ORD01835,2024-08-15,Lajita Banik,East,Rahul,Electronics,Laptop,5,60000,0,300000.0,225000,75000.0
ORD01836,2025-08-07,Samesh Tripathi,South,Vikram,Accessories,Mouse,6,800,5,4560.0,3000,1560.0
ORD01837,2025-09-22,Faras Walla,East,Amit,Accessories,Keyboard,4,2500,5,9500.0,7200,2300.0
ORD01838,2025-02-04,Wakeeta Goyal,North,Pooja,Accessories,Keyboard,9,2500,0,22500.0,16200,6300.0
ORD01839,2025-10-03,Jasmit Jaggi,North,Rahul,Electronics,Laptop,2,60000,5,114000.0,90000,24000.0
ORD01840,2026-01-17,Rachana Oommen,South,Rahul,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD01841,2025-07-23,Chakrika Sehgal,North,Sneha,Electronics,Laptop,9,60000,15,459000.0,405000,54000.0
ORD01842,2024-07-31,Yashodhara Lall,East,Amit,Electronics,Monitor,1,15000,0,15000.0,11000,4000.0
ORD01843,2026-04-24,Wishi Sidhu,North,Rohit,Electronics,Laptop,3,60000,5,171000.0,135000,36000.0
ORD01844,2026-06-29,Oscar Dugar,South,Rohit,Electronics,Printer,9,12000,0,108000.0,81000,27000.0
ORD01845,2026-01-13,Neel Yogi,North,Sneha,Electronics,Monitor,8,15000,0,120000.0,88000,32000.0
ORD01846,2025-03-18,Darsh Nori,South,Amit,Electronics,Monitor,9,15000,5,128250.0,99000,29250.0
ORD01847,2026-04-29,Jalsa Grover,South,Priya,Electronics,Laptop,7,60000,5,399000.0,315000,84000.0
ORD01848,2024-08-19,Arjun Narain,West,Rahul,Accessories,Mouse,3,800,10,2160.0,1500,660.0
ORD01849,2025-08-04,Banjeet Lal,East,Anjali,Electronics,Laptop,9,60000,10,486000.0,405000,81000.0
ORD01850,2025-04-11,Xalak Sagar,East,Amit,Electronics,Printer,3,12000,5,34200.0,27000,7200.0
ORD01851,2025-11-30,Yashawini Basak,East,Amit,Electronics,Laptop,3,60000,0,180000.0,135000,45000.0
ORD01852,2025-04-23,Chanchal Palla,South,Neha,Electronics,Monitor,2,15000,10,27000.0,22000,5000.0
ORD01853,2025-01-15,Kevin Gole,North,Vikram,Accessories,Mouse,5,800,10,3600.0,2500,1100.0
ORD01854,2024-08-15,Dayamai Singh,North,Anjali,Accessories,Keyboard,3,2500,20,6000.0,5400,600.0
ORD01855,2024-11-23,Ekantika Kara,East,Rohit,Accessories,Mouse,6,800,10,4320.0,3000,1320.0
ORD01856,2025-01-20,Eta Hans,South,Rohit,Electronics,Monitor,6,15000,5,85500.0,66000,19500.0
ORD01857,2025-02-15,Wishi Oak,East,Sneha,Electronics,Printer,6,12000,0,72000.0,54000,18000.0
ORD01858,2025-12-27,Nachiket Dar,North,Sneha,Electronics,Monitor,1,15000,0,15000.0,11000,4000.0
ORD01859,2024-11-01,Logan Kant,East,Neha,Electronics,Printer,4,12000,10,43200.0,36000,7200.0
ORD01860,2025-12-18,Gayathri Pall,East,Sneha,Electronics,Monitor,8,15000,15,102000.0,88000,14000.0
ORD01861,2025-01-26,Harsh Sinha,East,Anjali,Accessories,Keyboard,7,2500,10,15750.0,12600,3150.0
ORD01862,2025-04-21,Benjamin Khatri,West,Vikram,Accessories,Mouse,5,800,20,3200.0,2500,700.0
ORD01863,2025-12-27,Ati Bahl,East,Karan,Electronics,Laptop,8,60000,5,456000.0,360000,96000.0
ORD01864,2024-07-16,Tamanna Nagy,East,Pooja,Electronics,Printer,6,12000,5,68400.0,54000,14400.0
ORD01865,2025-09-07,Udarsh Pai,West,Priya,Accessories,Mouse,1,800,10,720.0,500,220.0
ORD01866,2025-08-25,Vedika Doctor,West,Neha,Electronics,Monitor,9,15000,15,114750.0,99000,15750.0
ORD01867,2026-05-11,Nilima Vyas,North,Rahul,Electronics,Laptop,8,60000,10,432000.0,360000,72000.0
ORD01868,2024-09-17,Jack Kota,North,Rahul,Electronics,Monitor,5,15000,20,60000.0,55000,5000.0
ORD01869,2025-05-01,Chanakya Bera,East,Vikram,Accessories,Mouse,8,800,15,5440.0,4000,1440.0
ORD01870,2025-05-24,Mitali Mitra,South,Priya,Accessories,Mouse,6,800,5,4560.0,3000,1560.0
ORD01871,2025-04-17,Viraj Pandit,North,Priya,Accessories,Keyboard,2,2500,0,5000.0,3600,1400.0
ORD01872,2024-08-19,Meghana Magar,South,Pooja,Electronics,Laptop,2,60000,10,108000.0,90000,18000.0
ORD01873,2025-08-21,Samarth Bose,West,Rahul,Electronics,Monitor,8,15000,5,114000.0,88000,26000.0
ORD01874,2025-08-26,Faqid Sidhu,North,Amit,Electronics,Monitor,10,15000,0,150000.0,110000,40000.0
ORD01875,2025-04-05,Nitara Mital,North,Rahul,Accessories,Keyboard,5,2500,20,10000.0,9000,1000.0
